id,name,lang,status,phase,category,category_name,tier,countries,country_count,href,revenue,est_traffic,est_revenue,priority,is_new,pro_bundle,tool_count
receipt-generator,Receipt Generator,en,live,LIVE,document-pdf,Document & PDF,T2,ALL,1,/tools/receipt-generator/,Premium branding,8000,250,85,,,1
ao-vat,Angola VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,AO,1,/angola/ao-vat,Freemium,1600,32,68,,,1
bf-vat,Burkina Faso VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,BF,1,/burkina-faso/bf-vat,Freemium,800,16,58,,,1
bi-vat,Burundi VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,BI,1,/burundi/bi-vat,Freemium,700,14,56,,,1
bj-vat,Benin VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,BJ,1,/benin/bj-vat,Freemium,900,18,60,,,1
break-even,Break-Even Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T3,ALL,1,/tools/break-even/,Free,5000,40,70,,,1
business-name-gen,Business Name Generator,en,live,LIVE,ecommerce,VAT & Business Tax,T1,ALL,1,/tools/business-name-gen/,Affiliate registration,8000,300,80,,,1
business-plan-builder,Business Plan Builder,en,live,LIVE,ecommerce,VAT & Business Tax,T1,ALL,1,/tools/business-plan-builder,Ad-supported,700,,60,,,1
bw-vat,Botswana VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,BW,1,/botswana/bw-vat,Freemium,1200,24,65,,,1
cd-vat,DR Congo VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,CD,1,/dr-congo/cd-vat,Freemium,1400,28,66,,,1
cf-vat,Central African Republic VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,CF,1,/car/cf-vat,Freemium,400,8,50,,,1
cg-vat,Congo VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,CG,1,/congo/cg-vat,Freemium,700,14,58,,,1
ci-vat,Côte d'Ivoire VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,CI,1,/cote-divoire/ci-vat,Freemium,1900,38,72,,,1
cm-vat,Cameroon VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,CM,1,/cameroon/cm-vat,Freemium,1800,36,70,,,1
cv-vat,Cape Verde VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,CV,1,/cape-verde/cv-vat,Freemium,600,12,55,,,1
discount-calc,Punguzo Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T3,ALL,1,/tools/discount-calc/,Free,6000,48,71,,,1
dj-vat,Djibouti VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,DJ,1,/djibouti/dj-vat,Freemium,400,8,50,,,1
dz-vat,Algeria VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,DZ,1,/algeria/dz-vat,Freemium,2800,56,74,,,1
eg-vat,Egypt VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,EG,1,/egypt/eg-vat,Freemium,4000,80,84,,,1
et-vat,Ethiopia VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,ET,1,/ethiopia/et-vat,Freemium,2500,50,75,,,1
ga-vat,Gabon VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,GA,1,/gabon/ga-vat,Freemium,700,14,58,,,1
gh-vat,Ghana VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,GH,1,/ghana/gh-vat,Freemium,3500,70,84,,,1
gm-vat,Gambia VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,GM,1,/gambia/gm-vat,Freemium,500,10,52,,,1
gn-vat,Guinea VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,GN,1,/guinea/gn-vat,Freemium,700,14,58,,,1
gq-vat,Equatorial Guinea VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,GQ,1,/eq-guinea/gq-vat,Freemium,300,6,45,,,1
gw-vat,Guinea-Bissau VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,GW,1,/guinea-bissau/gw-vat,Freemium,300,6,45,,,1
idea-board,African Business Ideas,en,live,LIVE,ecommerce,VAT & Business Tax,T1,ALL,1,/tools/idea-board,Ad-supported,800,,65,,,1
inventory,Inventory Tracker,en,live,LIVE,ecommerce,VAT & Business Tax,T1,ALL,1,/tools/inventory/,Freemium,5000,300,80,,,1
ke-vat,Kenya VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,KE,1,/kenya/ke-vat,Freemium,4000,80,86,,,1
km-vat,Comoros VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,KM,1,/comoros/km-vat,Freemium,300,6,45,,,1
lr-vat,Liberia GST Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,LR,1,/liberia/lr-vat,Freemium,600,12,55,,,1
ls-vat,Lesotho VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,LS,1,/lesotho/ls-vat,Freemium,500,10,52,,,1
ma-vat,Morocco VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,MA,1,/morocco/ma-vat,Freemium,3200,64,78,,,1
market-stall-profit,Market Stall Profit Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,ALL,1,/tools/market-stall-profit/,Freemium,8000,120,78,,,1
markup-calc,Markup & Selling Price Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T3,ALL,1,/tools/markup-calc/,Free,6000,50,74,,,1
mg-vat,Madagascar VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,MG,1,/madagascar/mg-vat,Freemium,700,14,58,,,1
ml-vat,Mali VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,ML,1,/mali/ml-vat,Freemium,800,16,60,,,1
mr-vat,Mauritania VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,MR,1,/mauritania/mr-vat,Freemium,500,10,52,,,1
mu-vat,Mauritius VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,MU,1,/mauritius/mu-vat,Freemium,1400,28,68,,,1
mw-vat,Malawi VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,MW,1,/malawi/mw-vat,Freemium,700,14,58,,,1
mz-vat,Mozambique VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,MZ,1,/mozambique/mz-vat,Freemium,700,14,58,,,1
na-vat,Namibia VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,NA,1,/namibia/na-vat,Freemium,900,18,62,,,1
ne-vat,Niger VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,NE,1,/niger/ne-vat,Freemium,600,12,55,,,1
ng-vat,Nigeria VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,NG,1,/nigeria/ng-vat,Freemium,5000,100,88,,,1
paystack-calculator,Paystack Fee Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,NG,1,/tools/paystack-calculator,Ad-supported,500,,55,,,1
profit-margin,Profit Margin Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T3,ALL,1,/tools/profit-margin/,Free,8000,80,82,,,1
rw-vat,Rwanda VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,RW,1,/rwanda/rw-vat,Freemium,1800,36,72,,,1
sc-vat,Seychelles VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,SC,1,/seychelles/sc-vat,Freemium,600,12,55,,,1
sd-vat,Sudan VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,SD,1,/sudan/sd-vat,Freemium,700,14,58,,,1
shipping-calc,Shipping Cost Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,ALL,1,/tools/shipping-calc/,Affiliate,6000,200,78,,,1
sl-vat,Sierra Leone VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,SL,1,/sierra-leone/sl-vat,Freemium,600,12,55,,,1
sn-vat,Senegal VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,SN,1,/senegal/sn-vat,Freemium,1500,30,68,,,1
st-vat,São Tomé VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,ST,1,/sao-tome/st-vat,Freemium,200,4,40,,,1
sz-vat,Eswatini VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,SZ,1,/eswatini/sz-vat,Freemium,600,12,55,,,1
td-vat,Chad VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,TD,1,/chad/td-vat,Freemium,500,10,52,,,1
tg-vat,Togo VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,TG,1,/togo/tg-vat,Freemium,700,14,58,,,1
tn-vat,Tunisia VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,TN,1,/tunisia/tn-vat,Freemium,2000,40,72,,,1
tz-vat,Tanzania VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,TZ,1,/tanzania/tz-vat,Freemium,2500,50,76,,,1
ug-vat,Uganda VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,UG,1,/uganda/ug-vat,Freemium,2000,40,74,,,1
vat-calc-pan-african,VAT Calculator (Pan-African),en,live,LIVE,ecommerce,VAT & Business Tax,T2,ALL,1,/tools/vat-calculator/,Freemium,15000,200,92,,,1
vat-calculator,African VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T3,ALL,1,/tools/vat-calculator/,Free,11000,110,80,,,1
za-vat,South Africa VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,ZA,1,/south-africa/za-vat,Freemium,6000,120,88,,,1
zm-vat,Zambia VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,ZM,1,/zambia/zm-vat,Freemium,1000,20,64,,,1
zw-vat,Zimbabwe VAT Calculator,en,live,LIVE,ecommerce,VAT & Business Tax,T2,ZW,1,/zimbabwe/zw-vat,Freemium,900,18,62,,,1
algebra-solver,Algebra Equation Solver,en,live,LIVE,education,Education,T2,ALL,1,/tools/algebra-solver/,Free,8000,80,76,,,1
binary-converter,Number Base Converter,en,live,LIVE,education,Education,T3,ALL,1,/tools/binary-converter/,Free,6000,48,70,,,1
boarding-school,Boarding School Cost Calculator Africa 2026,en,live,LIVE,education,Education,T3,ALL,1,/tools/boarding-school/,Freemium,1000,15,50,,,1
cert-roi,Professional Certification ROI Calculator Africa 2026,en,live,LIVE,education,Education,T3,ALL,1,/tools/cert-roi/,Freemium,1000,15,50,,,1
citation-generator,Citation Generator,en,live,LIVE,education,Education,T3,ALL,1,/tools/citation-generator/,Free,8000,80,80,,,1
classroom-size,Classroom Size Calculator Africa,en,live,LIVE,education,Education,T3,ALL,1,/tools/classroom-size/,Freemium,1000,15,50,,,1
coding-bootcamp,Coding Bootcamp Comparator,en,new,NEW,education,Education,T2,ALL,1,/tools/coding-bootcamp/,Ads,7000,110,81,yes,,1
course-load,Course Load & Credit Hour Planner,en,live,LIVE,education,Education,T3,ALL,1,/tools/course-load/,Freemium,1000,15,50,,,1
degree-checker,African Degree Equivalency Tool,en,live,LIVE,education,Education,T2,ALL,1,/tools/degree-checker/,Freemium,10000,150,80,,,1
edu-savings,Education Savings Plan Calculator Africa 2026,en,live,LIVE,education,Education,T3,ALL,1,/tools/edu-savings/,Freemium,1000,15,50,,,1
education-hub,Education Hub,en,live,LIVE,education,Education,T1,ALL,1,/tools/education-hub/,Free,25000,200,90,,,1
exam-countdown,Exam Countdown Timer,en,live,LIVE,education,Education,T3,NG|GH|KE|ZA,4,/tools/exam-countdown/,Free,10000,80,78,,,1
exam-timetable,Exam Timetable Generator,en,live,LIVE,education,Education,T3,ALL,1,/tools/exam-timetable/,Freemium,1000,15,50,,,1
flashcard-maker,Flashcard Study Tool,en,live,LIVE,education,Education,T2,ALL,1,/tools/flashcard-maker/,Premium packs,8000,200,80,,,1
fraction-calc,Fraction Calculator,en,live,LIVE,education,Education,T3,ALL,1,/tools/fraction-calc/,Free,7000,55,70,,,1
gpa-calculator,GPA/CGPA Calculator,en,live,LIVE,education,Education,T3,ALL,1,/tools/gpa-calculator/,Free,10000,100,85,,,1
ielts-calculator,IELTS Pathway Checker,en,live,LIVE,education,Education,T3,ALL,1,/tools/ielts-calculator/,Free,7000,70,72,,,1
interview-prep,Interview Preparation Checklist for Africa — By Company Type & Role,en,live,LIVE,education,Education,T3,ALL,1,/tools/interview-prep/,Freemium,1000,15,50,,,1
jamb-aggregate,JAMB Aggregate Calculator,en,live,LIVE,education,Education,T3,NG,1,/tools/jamb-aggregate/,Free,15000,120,86,,,1
kcse-calculator,KCSE Grade Calculator,en,new,NEW,education,Education,T2,KE,1,/tools/kcse-calculator/,Ads,7000,110,82,yes,,1
ke-helb,Kenya HELB Calculator,en,live,LIVE,education,Education,T2,KE,1,/tools/ke-helb/,Freemium,4000,120,74,,,1
matric-points,Matric APS Score Calculator,en,live,LIVE,education,Education,T3,ZA,1,/tools/matric-points/,Free,8000,64,78,,,1
national-service-gh,Ghana NSS Allowance,en,new,NEW,education,Education,T2,GH,1,/tools/national-service-gh/,Ads,6000,90,80,yes,,1
nysc-allowance,NYSC Allowance Calculator,en,new,NEW,education,Education,T2,NG,1,/tools/nysc-allowance/,Ads,9000,130,84,yes,,1
percentage-calc,Percentage Calculator,en,live,LIVE,education,Education,T3,ALL,1,/tools/percentage-calc/,Free,10000,80,80,,,1
periodic-table,Interactive Periodic Table,en,live,LIVE,education,Education,T3,ALL,1,/tools/periodic-table/,Free,8000,64,74,,,1
plagiarism-pct,Plagiarism Percentage Self-Check Tool,en,live,LIVE,education,Education,T3,ALL,1,/tools/plagiarism-pct/,Freemium,1000,15,50,,,1
roman-numerals,Roman Numeral Converter,en,live,LIVE,education,Education,T3,ALL,1,/tools/roman-numerals/,Free,5000,40,65,,,1
scholarship-finder,African Scholarship Finder,en,live,LIVE,education,Education,T1,ALL,1,/tools/scholarship-finder/,Freemium,20000,300,88,,,1
school-fees,School Fees Comparator,en,live,LIVE,education,Education,T1,ALL,1,/tools/school-fees/,Affiliate + buyer leads,8000,150,80,,,1
scientific-calc,Scientific Calculator,en,live,LIVE,education,Education,T3,ALL,1,/tools/scientific-calc/,Free,12000,120,86,,,1
statistics-calc,Statistics Calculator,en,live,LIVE,education,Education,T3,ALL,1,/tools/statistics-calc/,Free,6000,48,70,,,1
student-budget,Student Budget Planner,en,new,NEW,education,Education,T2,ALL,1,/tools/student-budget/,Ads,9000,130,84,yes,,1
student-loan-repay,Student Loan Repayment Calculator,en,new,NEW,education,Education,T2,KE|ZA|GH|SL,4,/tools/student-loan-repay/,Ads,8000,120,83,yes,,1
study-abroad-cost,Study Abroad Cost Calculator,en,new,NEW,education,Education,T2,ALL,1,/tools/study-abroad-cost/,Ads,12000,180,88,yes,,1
study-planner,Study Planner & Timetable,en,live,LIVE,education,Education,T2,ALL,1,/tools/study-planner/,Freemium,12000,180,82,,,1
teacher-salary,Teacher Salary Scale Lookup,en,new,NEW,education,Education,T2,ALL,1,/tools/teacher-salary/,Ads,7000,110,82,yes,,1
tutoring-rate,Tutoring Rate Calculator Africa 2026,en,live,LIVE,education,Education,T3,ALL,1,/tools/tutoring-rate/,Freemium,1000,15,50,,,1
university-admission,University Admission Pathway Finder,en,new,NEW,education,Education,T2,NG|KE|ZA|GH|ZW,5,/tools/university-admission/,Ads,10000,150,85,yes,,1
university-ranking,African University Rankings,en,live,LIVE,education,Education,T2,ALL,1,/tools/university-ranking/,Freemium,15000,225,85,,,1
waec-calculator,WAEC/NECO Grade Calculator,en,live,LIVE,education,Education,T2,NG|GH,2,/tools/waec-calculator/,Ad-supported,15000,200,90,,,1
word-counter,Word & Character Counter,en,live,LIVE,education,Education,T3,ALL,1,/tools/word-counter/,Free,8000,64,75,,,1
appliance-power,Appliance Power Calculator,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/appliance-power/,Ads,8000,130,86,,,1
backup-duration,Backup Duration Calculator,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/backup-duration/,Ads,6000,100,82,,,1
battery-sizing,Battery & Inverter Sizing,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/battery-sizing/,Ads,9000,150,87,,,1
biogas-roi,Biogas Digester ROI,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/biogas-roi/,Ads,4000,70,76,,,1
carbon-footprint-energy,Carbon Footprint (Energy),en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/carbon-footprint-energy/,Ads,6000,100,81,,,1
diesel-vs-solar-farm,Diesel vs Solar Farm,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/diesel-vs-solar-farm/,Ads,5000,90,80,,,1
electricity-bill-verify,Electricity Bill Verifier,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/electricity-bill-verify/,Ads,9000,150,88,,,16
electricity-tariff,Electricity Tariff Calculator,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/electricity-tariff/,Ads,12000,180,90,,,55
energy-audit,Home Energy Audit,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/energy-audit/,Ads,8000,130,86,,,1
ev-charging,EV Charging Cost Calculator,en,live,LIVE,energy,Energy & Utilities,T2,ZA|KE|MA|EG,4,/tools/ev-charging/,Ads,5000,90,79,,,1
gas-lpg-cost,Gas / LPG Cost Calculator,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/gas-lpg-cost/,Ads,8000,120,85,,,16
generator-fuel,Generator Fuel Cost Calculator,en,live,LIVE,energy,Energy & Utilities,T2,NG|KE|ZA|GH|EG|ET|TZ|UG|RW|CI|CM|SN|MA|TN|AO,15,/tools/generator-fuel/,Ads,12000,180,91,,,16
mini-grid-feasibility,Mini-Grid Feasibility Calculator,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/mini-grid-feasibility/,Ads,4000,80,78,,,1
outage-cost,Outage Cost (Business),en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/outage-cost/,Ads,7000,120,83,,,16
paygo-solar,PayGo Solar Calculator,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/paygo-solar/,Ads,6000,100,82,,,16
prepaid-meter,Prepaid Meter Calculator,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/prepaid-meter/,Ads,10000,160,89,,,55
solar-roi,Solar Panel ROI Calculator,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/solar-roi/,Ads,15000,220,92,,,55
solar-sizing,Solar Sizing Calculator,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/solar-sizing/,Ads,10000,160,88,,,1
solar-vs-generator,Solar vs Generator,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/solar-vs-generator/,Ads,11000,170,90,,,16
water-bill,Water Bill Calculator,en,live,LIVE,energy,Energy & Utilities,T2,ALL,1,/tools/water-bill/,Ads,7000,110,84,,,16
afrodraft,AfroDraft 2D CAD,en,live,LIVE,engineering,Engineering & Construction,T1,ALL,1,/engineering/afrodraft/,Freemium,5000,300,95,,,1
afroplan-floor-planner,AfroPlan Floor Planner,en,live,LIVE,engineering,Engineering & Construction,T1,ALL,1,/engineering/floor-planner/,Freemium,6000,300,92,,,1
architectural-fee,Architectural Drawing Fee Calculator,en,new,NEW,engineering,Engineering & Construction,T2,ALL,1,/tools/architectural-fee/,Ad-supported,3000,,60,,,1
boq-gen,Bill of Quantities Generator,en,live,LIVE,engineering,Engineering & Construction,T1,ALL,1,/tools/boq-generator,Ad-supported,450,,55,,,1
boq-generator,BOQ Builder,en,live,LIVE,engineering,Engineering & Construction,T1,ALL,1,/tools/boq-builder/,Enterprise API,4000,400,82,,,1
borehole-cost,Borehole Cost Estimator,en,live,LIVE,engineering,Engineering & Construction,T2,NG|GH|KE|TZ|ZA|ZW|ZM,7,/tools/borehole-cost/,Affiliate,4000,200,74,,,1
concrete-calc,Concrete Mix Calculator,en,live,LIVE,engineering,Engineering & Construction,T3,ALL,1,/tools/concrete-mix/,Affiliate materials,6000,150,76,,,1
electrical-load,Electrical Load Calculator,en,live,LIVE,engineering,Engineering & Construction,T2,ALL,1,/tools/electrical-load/,Affiliate,5000,200,78,,,1
fence-cost,Fence Cost Calculator,en,new,NEW,engineering,Engineering & Construction,T2,ALL,1,/tools/fence-cost/,Ad-supported,3500,,63,,,1
floor-plan,Building Cost Estimator,en,live,LIVE,engineering,Engineering & Construction,T1,ALL,1,/tools/floor-plan/,Premium PDF,8000,400,83,,,1
generator-sizing,Generator Size Calculator,en,live,LIVE,engineering,Engineering & Construction,T2,ALL,1,/tools/generator-sizing/,Freemium,8000,160,77,,,1
home-renovation-cost,Renovation Cost Calculator,en,live,LIVE,engineering,Engineering & Construction,T2,ALL,1,/tools/home-renovation-cost,Ad-supported,400,,48,,,1
paint-calc,Paint Coverage Calculator,en,live,LIVE,engineering,Engineering & Construction,T3,ALL,1,/tools/paint-calculator/,Affiliate,5000,120,73,,,1
plumbing-material,Plumbing Material Calculator,en,queued,QUEUED,engineering,Engineering & Construction,T2,ALL,1,/tools/plumbing-material/,Ad-supported,2200,,49,,,1
rebar-calc,Rebar Calculator,en,live,LIVE,engineering,Engineering & Construction,T2,ALL,1,/tools/rebar-calculator/,Affiliate,5000,150,78,,,1
road-construction-cost,Road Construction Cost Estimator,en,queued,QUEUED,engineering,Engineering & Construction,T2,ALL,1,/tools/road-construction-cost/,Ad-supported,2500,,52,,,1
roofing-calc,Roofing Material Calculator,en,live,LIVE,engineering,Engineering & Construction,T3,ALL,1,/tools/roof-calculator/,Affiliate,5000,120,73,,,1
scaffolding-calc,Scaffolding Calculator,en,queued,QUEUED,engineering,Engineering & Construction,T2,ALL,1,/tools/scaffolding-calc/,Ad-supported,1800,,48,,,1
septic-tank,Septic Tank Size Calculator,en,new,NEW,engineering,Engineering & Construction,T2,ALL,1,/tools/septic-tank/,Ad-supported,3000,,62,,,1
site-clearance,Site Utoaji wa freight Cost Estimator,en,queued,QUEUED,engineering,Engineering & Construction,T2,ALL,1,/tools/site-clearing/,Ad-supported,2000,,50,,,1
solar-calculator,Solar Panel Calculator,en,live,LIVE,engineering,Engineering & Construction,T1,ALL,1,/tools/solar-calculator/,Affiliate,8000,600,87,,,1
structural-calc,Structural Calculator,en,live,LIVE,engineering,Engineering & Construction,T2,ALL,1,/tools/structural-calc/,Premium reports,3000,200,76,,,1
swimming-pool-cost,Swimming Pool Cost Estimator,en,new,NEW,engineering,Engineering & Construction,T2,ALL,1,/tools/swimming-pool-cost/,Ad-supported,2500,,58,,,1
tiles-calc,Tiles & Flooring Calculator,en,live,LIVE,engineering,Engineering & Construction,T3,ALL,1,/tools/tiles-calc/,Affiliate,5000,120,73,,,1
water-tank,Water Tank Sizing Calculator,en,live,LIVE,engineering,Engineering & Construction,T3,ALL,1,/tools/water-tank/,Affiliate,4000,100,71,,,1
window-door-sizing,Window & Door Sizing Guide,en,queued,QUEUED,engineering,Engineering & Construction,T2,ALL,1,/tools/window-door-sizing/,Ad-supported,2000,,46,,,1
afrorates,AfroRates — Central Bank Rate Tracker,en,live,LIVE,financial,"Salary, Tax & Crypto",T2,ALL,1,/tools/afrorates/,API access,25000,400,94,,,1
afrotools-pro,AfroTools Pro (All Tools),en,live,LIVE,financial,"Salary, Tax & Crypto",T1,ALL,1,/pro,Subscription,5000,5000,99,,,1
ao-paye,Angola PAYE Calculator,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,AO,1,/angola/ao-paye,Premium PDF,2500,75,74,,,1
backup-power-costs,Backup Power Costs,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,NG|KE|ZA|GH,4,/tools/backup-power-costs/,Buyer leads,9500,260,88,,,1
bank-charges,Bank Charges Comparator,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,ALL,1,/tools/bank-charges/,Affiliate,12000,500,86,,,1
bf-paye,Burkina Faso PAYE,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,BF,1,/burkina-faso/bf-paye,Premium PDF,1000,30,60,,,1
bi-paye,Burundi PAYE Calculator,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,BI,1,/burundi/bi-paye,Premium PDF,800,24,58,,,1
bj-paye,Benin PAYE Calculator,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,BJ,1,/benin/bj-paye,Premium PDF,1000,30,62,,,1
business-planner,AI Business Planner,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,ALL,1,/tools/business-planner/,Premium PDF,12000,400,92,,yes,1
bw-paye,Botswana PAYE Calculator,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,BW,1,/botswana/bw-paye,Premium PDF,2000,60,72,,,1
car-loan,Car Loan Calculator,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,ALL,1,/tools/car-loan/,Affiliate,15000,400,86,,,1
cd-paye,DR Congo PAYE Calculator,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,CD,1,/dr-congo/cd-paye,Premium PDF,4000,120,79,,,1
cf-paye,Central African Republic PAYE,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,CF,1,/car/cf-paye,Premium PDF,500,15,50,,,1
cg-paye,Republic of Congo PAYE,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,CG,1,/congo/cg-paye,Premium PDF,1000,30,62,,,1
ci-paye,Côte d'Ivoire PAYE,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,CI,1,/cote-divoire/ci-paye,Premium PDF,3000,90,78,,,1
cm-paye,Cameroon PAYE Calculator,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,CM,1,/cameroon/cm-paye,Premium PDF,2500,75,76,,,1
compound-interest,Compound Interest Calculator,en,live,LIVE,financial,"Salary, Tax & Crypto",T2,ALL,1,/tools/compound-interest,Ad-supported,500,,50,,,1
crypto-address,Wallet Address Validator,en,live,LIVE,financial,"Salary, Tax & Crypto",T2,ALL,1,/crypto/address-validator/,Free,8000,50,84,,,1
crypto-arbitrage,Naira Arbitrage Spotter,en,live,LIVE,financial,"Salary, Tax & Crypto",T2,NG,1,/crypto/arbitrage/,Freemium,8000,200,85,,,1
crypto-cgt,Crypto Tax Calculator,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,NG|KE|ZA|GH,4,/tools/crypto-tax/,Premium PDF,8000,400,86,,,1
crypto-contract,Smart Contract Scanner,en,live,LIVE,financial,"Salary, Tax & Crypto",T2,ALL,1,/crypto/contract-scanner/,Freemium,6000,100,83,,,1
crypto-dca,DCA Calculator,en,live,LIVE,financial,"Salary, Tax & Crypto",T2,ALL,1,/crypto/dca-calculator/,Freemium,8000,150,88,,,1
crypto-exchange,Exchange Trust Scores,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,ALL,1,/crypto/exchange-ratings/,Affiliate,10000,400,89,,,1
crypto-mining,Mining Profitability Calculator,en,live,LIVE,financial,"Salary, Tax & Crypto",T2,NG|KE|ZA|GH|EG,5,/crypto/mining-calculator/,Freemium,6000,120,82,,,1
crypto-p2p,P2P Rate Comparator,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,ALL,1,/crypto/p2p-rates/,Affiliate,15000,500,95,,,1
crypto-portfolio,Crypto Portfolio Tracker,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,ALL,1,/crypto/portfolio/,Freemium,12000,350,94,,,1
crypto-prices,Live Crypto Prices,en,live,LIVE,financial,"Salary, Tax & Crypto",T1,ALL,1,/crypto/prices/,Ad-supported,20000,300,93,,,1
